ticket_id,customer_id,region,created_at,category,priority,status,description
TKT-4017,USR-99660,Northeast,2026-08-10 09:40:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4018,USR-26964,Northeast,2026-08-10 19:27:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-4019,USR-26794,Northeast,2026-08-10 16:18:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-4020,USR-68599,Northeast,2026-08-10 11:36:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4021,USR-40597,Northeast,2026-08-10 11:26:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4022,USR-54663,Northeast,2026-08-10 10:40:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-4023,USR-26663,Northeast,2026-08-10 18:50:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-4024,USR-87704,Northeast,2026-08-10 10:50:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4025,USR-71571,Northeast,2026-08-10 19:15:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-4026,USR-29445,Northeast,2026-08-10 00:20:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-4027,USR-70645,Northeast,2026-08-10 19:20:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-4028,USR-68914,Northeast,2026-08-10 19:57:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4029,USR-57681,Northeast,2026-08-10 12:49:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4030,USR-52888,Northeast,2026-08-10 01:30:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4031,USR-29152,Northeast,2026-08-10 11:52:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-4032,USR-80295,Northeast,2026-08-10 08:20:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-4033,USR-48747,Midwest,2026-08-10 06:59:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4034,USR-76077,Midwest,2026-08-10 23:03:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-4035,USR-49082,Midwest,2026-08-10 09:15:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-4036,USR-13777,Midwest,2026-08-10 08:13:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4037,USR-70940,Midwest,2026-08-10 20:41:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4038,USR-30575,Midwest,2026-08-10 04:28:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-4039,USR-69761,Midwest,2026-08-10 19:28:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-4040,USR-47324,Midwest,2026-08-10 08:12:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-4041,USR-26241,Midwest,2026-08-10 05:37:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4042,USR-58342,West,2026-08-10 01:55:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4043,USR-13337,West,2026-08-10 04:20:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-4044,USR-33330,West,2026-08-10 20:27:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-4045,USR-52469,West,2026-08-10 10:39:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4046,USR-17321,West,2026-08-10 18:48:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-4047,USR-18372,West,2026-08-10 23:45:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-4048,USR-31414,West,2026-08-10 02:08:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-4049,USR-54323,West,2026-08-10 22:15:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4050,USR-62502,West,2026-08-10 02:26:00,Billing,Low,Open,Customer inquiry regarding billing issue.
TKT-4051,USR-30314,West,2026-08-10 17:03:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-4052,USR-30848,West,2026-08-10 17:52:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-4053,USR-17407,West,2026-08-10 03:48:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-4054,USR-94266,West,2026-08-10 20:43:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4055,USR-38704,West,2026-08-10 22:14:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4056,USR-52329,West,2026-08-10 07:09:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4057,USR-13081,Southeast,2026-08-11 12:01:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-4058,USR-18907,Southeast,2026-08-11 21:45:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-4059,USR-40081,Southeast,2026-08-11 01:12:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4060,USR-86229,Southeast,2026-08-11 18:31:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4061,USR-29956,Southeast,2026-08-11 11:32:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4062,USR-46885,Southeast,2026-08-11 17:00:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-4063,USR-30953,Southeast,2026-08-11 08:35:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4064,USR-35660,Southeast,2026-08-11 06:48:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-4065,USR-95257,Southeast,2026-08-11 10:57:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-4066,USR-95381,Southeast,2026-08-11 09:28:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-4067,USR-24770,Southeast,2026-08-11 21:32:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4068,USR-36233,Southeast,2026-08-11 01:24:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4069,USR-87759,Southeast,2026-08-11 18:47:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4070,USR-84297,Southeast,2026-08-11 09:23:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4071,USR-11620,Southeast,2026-08-11 08:13:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4072,USR-75482,Southeast,2026-08-11 06:53:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4073,USR-61216,Southeast,2026-08-11 23:24:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-4074,USR-97428,Northeast,2026-08-11 15:30:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4075,USR-14089,Northeast,2026-08-11 07:04:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4076,USR-49773,Northeast,2026-08-11 19:03:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4077,USR-22744,Northeast,2026-08-11 14:24:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4078,USR-65465,Northeast,2026-08-11 01:23:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4079,USR-64720,Northeast,2026-08-11 23:56:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-4080,USR-49590,Northeast,2026-08-11 20:01:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-4081,USR-93454,Northeast,2026-08-11 04:16:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4082,USR-11880,Northeast,2026-08-11 23:43:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4083,USR-85992,Northeast,2026-08-11 03:05:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-4084,USR-83823,Midwest,2026-08-11 22:35:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-4085,USR-38242,Midwest,2026-08-11 15:04:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4086,USR-14870,Midwest,2026-08-11 02:25:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4087,USR-11739,Midwest,2026-08-11 15:27:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-4088,USR-46808,Midwest,2026-08-11 18:57:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4089,USR-45033,Midwest,2026-08-11 22:18:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4090,USR-95220,West,2026-08-11 06:15:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4091,USR-74032,West,2026-08-11 01:55:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-4092,USR-57714,West,2026-08-11 07:45:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-4093,USR-81380,West,2026-08-11 02:38:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-4094,USR-80879,West,2026-08-11 05:23:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-4095,USR-63346,West,2026-08-11 04:20:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4096,USR-55539,West,2026-08-11 05:37:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-4097,USR-63454,West,2026-08-11 09:09:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-4098,USR-28040,West,2026-08-11 11:27:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4099,USR-69083,West,2026-08-11 10:59:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4100,USR-55017,West,2026-08-11 17:55:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-4101,USR-54780,West,2026-08-11 16:58:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-4102,USR-28287,Europe,2026-08-11 17:40:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-4103,USR-64916,Europe,2026-08-11 06:52:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4104,USR-23607,Europe,2026-08-11 03:32:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-4105,USR-99654,Southeast,2026-08-12 17:42:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4106,USR-52662,Southeast,2026-08-12 22:50:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-4107,USR-78566,Southeast,2026-08-12 23:53:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4108,USR-56023,Southeast,2026-08-12 21:52:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-4109,USR-93947,Southeast,2026-08-12 23:26:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-4110,USR-10078,Southeast,2026-08-12 20:29:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4111,USR-19464,Southeast,2026-08-12 16:51:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4112,USR-37426,Southeast,2026-08-12 22:19:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4113,USR-12125,Southeast,2026-08-12 17:40:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-4114,USR-99192,Southeast,2026-08-12 00:18:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-4115,USR-65301,Southeast,2026-08-12 02:04:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-4116,USR-49349,Southeast,2026-08-12 11:42:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-4117,USR-66167,Northeast,2026-08-12 10:24:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-4118,USR-87769,Northeast,2026-08-12 19:37:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-4119,USR-51894,Northeast,2026-08-12 01:43:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-4120,USR-60299,Northeast,2026-08-12 11:01:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4121,USR-91295,Northeast,2026-08-12 17:49:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-4122,USR-15068,Northeast,2026-08-12 11:43:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-4123,USR-81268,Northeast,2026-08-12 15:48:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4124,USR-69596,Northeast,2026-08-12 02:05:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4125,USR-71509,Northeast,2026-08-12 12:47:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-4126,USR-38384,Northeast,2026-08-12 01:20:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4127,USR-76361,Midwest,2026-08-12 21:08:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4128,USR-46010,Midwest,2026-08-12 14:04:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-4129,USR-43187,Midwest,2026-08-12 22:36:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-4130,USR-32795,Midwest,2026-08-12 18:07:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-4131,USR-88790,Midwest,2026-08-12 14:18:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4132,USR-20069,Midwest,2026-08-12 10:27:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4133,USR-60764,West,2026-08-12 06:30:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-4134,USR-15750,West,2026-08-12 23:51:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-4135,USR-74664,West,2026-08-12 09:11:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-4136,USR-23308,West,2026-08-12 07:45:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-4137,USR-83763,West,2026-08-12 05:08:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-4138,USR-12691,West,2026-08-12 00:28:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-4139,USR-23936,West,2026-08-12 22:33:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-4140,USR-83044,West,2026-08-12 13:30:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-4141,USR-44442,West,2026-08-12 22:27:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-4142,USR-25861,Europe,2026-08-12 15:25:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4143,USR-97115,Europe,2026-08-12 00:10:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4144,USR-83055,Europe,2026-08-12 06:28:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4145,USR-86299,Europe,2026-08-12 08:30:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4146,USR-36535,Europe,2026-08-12 13:07:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4147,USR-11467,Europe,2026-08-12 04:19:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-4148,USR-78755,Southeast,2026-08-13 11:03:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4149,USR-49759,Southeast,2026-08-13 21:17:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4150,USR-34728,Southeast,2026-08-13 04:20:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4151,USR-22982,Southeast,2026-08-13 21:30:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-4152,USR-19295,Southeast,2026-08-13 05:24:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-4153,USR-18912,Southeast,2026-08-13 04:42:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4154,USR-42383,Southeast,2026-08-13 15:32:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4155,USR-39536,Southeast,2026-08-13 20:48:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-4156,USR-52006,Southeast,2026-08-13 08:26:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4157,USR-61219,Southeast,2026-08-13 12:01:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4158,USR-72831,Southeast,2026-08-13 14:38:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4159,USR-88509,Northeast,2026-08-13 13:41:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-4160,USR-88619,Northeast,2026-08-13 16:18:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-4161,USR-29079,Northeast,2026-08-13 00:26:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4162,USR-46809,Northeast,2026-08-13 20:02:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-4163,USR-89337,Northeast,2026-08-13 14:41:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-4164,USR-73935,Northeast,2026-08-13 10:58:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-4165,USR-99415,Northeast,2026-08-13 12:48:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-4166,USR-71515,Northeast,2026-08-13 19:38:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4167,USR-79827,Midwest,2026-08-13 10:05:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4168,USR-92460,Midwest,2026-08-13 16:39:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-4169,USR-77307,Midwest,2026-08-13 08:59:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-4170,USR-35069,Midwest,2026-08-13 07:20:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-4171,USR-44591,West,2026-08-13 10:33:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4172,USR-90354,West,2026-08-13 19:27:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4173,USR-99912,West,2026-08-13 04:51:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4174,USR-36799,West,2026-08-13 11:45:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4175,USR-48202,West,2026-08-13 14:37:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4176,USR-33996,West,2026-08-13 20:15:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4177,USR-61331,West,2026-08-13 20:51:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-4178,USR-80439,West,2026-08-13 15:45:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-4179,USR-43100,Europe,2026-08-13 10:09:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-4180,USR-18722,Europe,2026-08-13 03:24:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-4181,USR-82174,Europe,2026-08-13 06:51:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-4182,USR-65114,Europe,2026-08-13 18:52:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-4183,USR-88023,Europe,2026-08-13 06:17:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-4184,USR-57360,Southeast,2026-08-14 10:07:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4185,USR-81891,Southeast,2026-08-14 01:02:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4186,USR-36855,Southeast,2026-08-14 17:17:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-4187,USR-11291,Southeast,2026-08-14 01:57:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4188,USR-47249,Southeast,2026-08-14 03:21:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4189,USR-89123,Southeast,2026-08-14 13:15:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-4190,USR-40980,Southeast,2026-08-14 18:48:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-4191,USR-38819,Southeast,2026-08-14 04:01:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-4192,USR-90779,Southeast,2026-08-14 05:51:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-4193,USR-45353,Southeast,2026-08-14 00:10:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-4194,USR-38963,Southeast,2026-08-14 15:07:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-4195,USR-38880,Southeast,2026-08-14 07:29:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4196,USR-67041,Southeast,2026-08-14 08:06:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-4197,USR-37969,Southeast,2026-08-14 18:55:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-4198,USR-68002,Southeast,2026-08-14 07:06:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-4199,USR-13018,Southeast,2026-08-14 04:47:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-4200,USR-67232,Southeast,2026-08-14 17:48:00,Billing,Low,Open,Customer inquiry regarding billing issue.
TKT-4201,USR-76526,Northeast,2026-08-14 16:21:00,Billing,Low,Open,Customer inquiry regarding billing issue.
TKT-4202,USR-58884,Northeast,2026-08-14 19:24:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-4203,USR-32070,Northeast,2026-08-14 04:45:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-4204,USR-63097,Northeast,2026-08-14 12:13:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4205,USR-59734,Northeast,2026-08-14 08:15:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4206,USR-41991,Northeast,2026-08-14 19:56:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-4207,USR-60969,Northeast,2026-08-14 20:44:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4208,USR-74350,Northeast,2026-08-14 18:22:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-4209,USR-67325,Northeast,2026-08-14 13:46:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-4210,USR-44060,Northeast,2026-08-14 08:22:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4211,USR-94542,Northeast,2026-08-14 15:10:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-4212,USR-59996,Northeast,2026-08-14 16:38:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4213,USR-22108,Northeast,2026-08-14 11:03:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4214,USR-20388,Northeast,2026-08-14 19:44:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-4215,USR-34382,Midwest,2026-08-14 04:18:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4216,USR-18752,Midwest,2026-08-14 07:26:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-4217,USR-85053,Midwest,2026-08-14 07:55:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4218,USR-81819,Midwest,2026-08-14 20:50:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-4219,USR-35609,Midwest,2026-08-14 15:27:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4220,USR-45264,West,2026-08-14 19:45:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-4221,USR-58356,West,2026-08-14 05:34:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-4222,USR-42197,West,2026-08-14 23:11:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-4223,USR-12715,West,2026-08-14 00:20:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-4224,USR-31889,West,2026-08-14 16:32:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-4225,USR-89818,West,2026-08-14 01:30:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-4226,USR-69630,West,2026-08-14 11:36:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-4227,USR-31245,West,2026-08-14 05:45:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-4228,USR-27813,West,2026-08-14 20:38:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-4229,USR-62939,Europe,2026-08-14 15:43:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-4230,USR-89366,Europe,2026-08-14 16:29:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-4231,USR-78612,Europe,2026-08-14 18:45:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4232,USR-14773,Europe,2026-08-14 13:10:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-4233,USR-25143,Europe,2026-08-14 06:04:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-4234,USR-49258,Europe,2026-08-14 19:57:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-4235,USR-12102,Southeast,2026-08-15 15:31:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4236,USR-87388,Southeast,2026-08-15 06:27:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-4237,USR-28653,Southeast,2026-08-15 15:25:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4238,USR-73802,Southeast,2026-08-15 00:57:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-4239,USR-70725,Southeast,2026-08-15 15:23:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4240,USR-93889,Southeast,2026-08-15 04:26:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-4241,USR-70960,Southeast,2026-08-15 15:03:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4242,USR-88412,Southeast,2026-08-15 12:56:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-4243,USR-18880,Southeast,2026-08-15 15:02:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4244,USR-31750,Southeast,2026-08-15 11:21:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-4245,USR-45338,Southeast,2026-08-15 14:47:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4246,USR-58662,Southeast,2026-08-15 01:01:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-4247,USR-70331,Southeast,2026-08-15 15:21:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4248,USR-16673,Southeast,2026-08-15 11:39:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-4249,USR-73899,Southeast,2026-08-15 14:56:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
TKT-4250,USR-84232,Southeast,2026-08-15 13:48:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-4251,USR-53273,Southeast,2026-08-15 14:59:00,Billing,High,Open,Error: payment gateway timeout at checkout. Transaction failed.
